7239,2484,7
7,1787,0
0,1776,0
0,1776,0
2275,2005,0
8,1778,0
5137,2293,0
5419,2259,0
0,1776,0
0,1776,0
0,1776,0
0,1776,0
0,1776,0
0,1776,0
18,1780,0
4,1778,0
